gr666_30 665 10 40

0	90	0
1	71.17	-156.47
2	64.51	-147.43
3	61.13	-149.53
4	58.2	-134.27
5	49.16	-123.07
6	53.33	-113.28
7	51.03	-114.05
8	50.25	-104.39
9	52.07	-106.38
10	49.53	-97.09
11	58.46	-94.1
12	43.39	-79.23
13	45.25	-75.42
14	45.31	-73.34
15	46.49	-71.14
16	44.39	-63.36
17	47.34	-52.43
18	47.36	-122.2
19	47.4	-117.23
20	38.35	-121.3
21	37.48	-122.24
22	34.03	-118.15
23	32.43	-117.09
24	40.46	-111.53
25	33.27	-112.05
26	39.43	-105.01
27	35.05	-106.4
28	31.45	-106.29
29	46.47	-92.06
30	44.59	-93.13
31	41.16	-95.57
32	39.07	-94.39
33	35.28	-97.32
34	32.47	-96.48
35	29.46	-95.22
36	43.02	-87.55
37	41.53	-87.38
38	38.39	-90.25
39	35.08	-90.03
40	29.58	-90.07
41	42.2	-83.03
42	40.26	-80
43	39.06	-84.31
44	33.45	-84.23
45	42.21	-71.04
46	40.43	-74.01
47	39.57	-75.07
48	38.54	-77.01
49	30.2	-81.4
50	25.46	-80.12
51	25.05	-77.21
52	28.38	-106.05
53	25.33	-103.26
54	25.4	-100.19
55	22.13	-97.51
56	22.09	-100.59
57	20.4	-103.2
58	19.24	-99.09
59	19.03	-98.12
60	19.2	-96.4
61	16.51	-99.55
62	17.03	-96.43
63	17.59	-92.55
64	20.58	-89.37
65	17.3	-88.12
66	14.38	-90.31
67	13.42	-89.12
68	14.06	-87.13
69	12.09	-86.17
70	9.56	-84.05
71	8.58	-79.32
72	23.08	-82.22
73	22.24	-79.58
74	20.01	-75.49
75	18	-76.48
76	18.32	-72.2
77	18.28	-69.54
78	18.28	-66.07
79	14.36	-61.05
80	13.06	-59.37
81	10.39	-61.31
82	12.06	-68.56
83	4.56	-52.2
84	5.5	-55.1
85	6.48	-58.1
86	10.3	-66.56
87	10.4	-71.37
88	10.59	-74.48
89	6.15	-75.35
90	4.36	-74.05
91	3.27	-76.31
92	-0.56	-91.01
93	-0.13	-78.3
94	-1.4	-78.38
95	-2.1	-79.5
96	-3.46	-73.15
97	-8.07	-79.02
98	-12.03	-77.03
99	-13.31	-71.59
100	-16.24	-71.33
101	-16.3	-68.09
102	-17.48	-63.1
103	-19.35	-65.45
104	-23.39	-70.24
105	-33.27	-70.4
106	-36.5	-73.03
107	-53.09	-70.55
108	-51.42	-57.51
109	-38.43	-62.17
110	-38	-57.33
111	-34.5	-56.12
112	-34.36	-58.27
113	-32.57	-60.4
114	-31.24	-64.11
115	-32.53	-68.49
116	-26.49	-65.13
117	-25.16	-57.4
118	-30.04	-51.11
119	-27.35	-48.34
120	-25.25	-49.15
121	-23.32	-46.37
122	-22.54	-43.14
123	-20.23	-43.3
124	-19.55	-43.56
125	-20.27	-54.37
126	-15.35	-56.05
127	-16.4	-49.16
128	-15.47	-47.55
129	-12.59	-38.31
130	-8.03	-34.54
131	-5.47	-35.13
132	-3.43	-38.3
133	-5.05	-42.49
134	-2.31	-44.16
135	-1.27	-48.29
136	-3.08	-60.01
137	-8.46	-63.54
138	14.55	-23.31
139	28.06	-15.24
140	32.38	-16.54
141	31.38	-8
142	33.39	-7.35
143	34.02	-6.51
144	34.05	-4.57
145	35.48	-5.45
146	35.43	-0.43
147	36.47	3.03
148	22.56	5.3
149	36.22	6.37
150	36.48	10.11
151	34.44	10.46
152	32.54	13.11
153	32.07	20.04
154	31.12	29.54
155	31.16	32.18
156	29.58	32.33
157	30.03	31.15
158	24.05	32.53
159	19.37	37.14
160	15.36	32.32
161	13.11	30.13
162	13.38	25.21
163	15.2	38.53
164	9	38.5
165	11.36	43.09
166	18.06	-15.57
167	14.4	-17.26
168	13.28	-16.39
169	11.51	-15.35
170	16.46	-3.01
171	12.39	-8
172	10.23	-9.18
173	9.31	-13.43
174	8.3	-13.15
175	6.18	-10.47
176	5.19	-4.02
177	6.41	-1.35
178	5.33	-0.13
179	6.08	1.13
180	6.29	2.37
181	12.22	-1.31
182	13.31	2.07
183	12	8.3
184	11.51	13.1
185	12.07	15.03
186	6.27	3.24
187	6.27	7.27
188	0.2	6.44
189	3.45	8.47
190	3.52	11.31
191	4.22	18.35
192	0.23	9.27
193	-4.16	15.17
194	-4.18	15.18
195	0.04	18.16
196	-5.54	22.25
197	0.3	25.12
198	-3.23	29.22
199	-1.57	30.04
200	0.19	32.25
201	-1.17	36.49
202	2.01	45.2
203	-4.03	39.4
204	-6.1	39.11
205	-6.48	39.17
206	-8.48	13.14
207	-12.44	15.47
208	-11.4	27.28
209	-12.49	28.13
210	-15.25	28.17
211	-20.09	28.36
212	-17.5	31.03
213	-15.47	35
214	-19.49	34.52
215	-25.58	32.35
216	-15.57	-5.42
217	-37.15	-12.3
218	-22.59	14.31
219	-22.34	17.06
220	-26.38	15.1
221	-24.45	25.55
222	-25.45	28.1
223	-26.15	28
224	-29.12	26.07
225	-29.55	30.56
226	-33	27.55
227	-33.58	25.4
228	-33.55	18.22
229	-23.21	43.4
230	-18.55	47.31
231	-12.16	49.17
232	-20.1	57.3
233	-4.38	55.27
234	37.44	-25.4
235	38.43	-9.08
236	41.11	-8.36
237	37.23	-5.59
238	36.32	-6.18
239	36.43	-4.25
240	37.13	-3.41
241	37.53	-4.46
242	38.21	-0.29
243	39.28	-0.22
244	41.23	2.11
245	41.38	-0.53
246	40.24	-3.41
247	41.39	-4.43
248	43.15	-2.58
249	43.22	-8.23
250	38.54	1.26
251	39.34	2.39
252	42.3	1.31
253	44.5	-0.34
254	43.36	1.26
255	43.18	5.24
256	43.42	7.15
257	43.42	7.23
258	42.42	9.27
259	45.5	1.16
260	45.26	4.24
261	45.45	4.51
262	45.1	5.43
263	48.24	-4.29
264	48.05	-1.41
265	47.13	-1.33
266	47.23	0.41
267	49.3	0.08
268	48.52	2.2
269	49.15	4.02
270	47.19	5.01
271	48.41	6.12
272	48.35	7.45
273	49.36	6.09
274	50.38	5.34
275	50.5	4.2
276	50.38	3.04
277	51.03	3.43
278	51.13	4.25
279	51.26	5.28
280	51.55	4.28
281	52.22	4.54
282	52.05	5.08
283	53.13	6.33
284	50.23	-4.1
285	50.43	-1.54
286	50.5	-0.08
287	51.29	-3.13
288	51.27	-2.35
289	51.3	-0.1
290	52.3	-1.5
291	53.25	-2.55
292	53.3	-2.15
293	53.23	-1.3
294	53.5	-1.35
295	54.59	-1.35
296	55.57	-3.13
297	55.53	-4.15
298	56.28	-3
299	57.1	-2.04
300	60.09	-1.09
301	62.01	-6.46
302	51.54	-8.28
303	52.4	-8.38
304	53.2	-6.15
305	54.35	-5.55
306	55	-7.19
307	64.09	-21.51
308	64.11	-51.44
309	76.34	-68.47
310	70.4	23.42
311	68.26	17.25
312	65.01	25.28
313	61.3	23.45
314	60.27	22.17
315	60.1	24.58
316	63.25	10.25
317	60.23	5.2
318	58.58	5.45
319	59.55	10.45
320	57.43	11.58
321	55.36	13
322	58.25	15.37
323	59.2	18.03
324	57.38	18.18
325	56.09	10.13
326	55.24	10.23
327	55.4	12.35
328	53.04	8.49
